,Texts,Polarity
4726,I am going to start reading the Harry Potter series again because that is one awesome story.,1
4727,elonmusk Youre a boss,1
4728,So Brokeback Mountain was really depressing.,-1
4729,Still my fav tweet about bbma,1
4730,I love Harry Potter.,1
4731,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
4732,Oh oh oh and I loved The Da Vinci Code!,1
4733,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
4734,I love Brokeback Mountain.,1
4735,the last stand and Mission Impossible 3 both were awesome movies.,1
4736,Brokeback Mountain was an AWESOME movie.,1
4737,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",-1
4738,my fattest rt,0
4739,"Oh, and Brokeback Mountain is a TERRIBLE movie...",-1
4740,"Is it just me, or does Harry Potter suck?...",-1
4741,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
4742,the last stand and Mission Impossible 3 both were awesome movies.,1
4743,da vinci code sucks...,-1
4744,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
4745,"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",-1
4746,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
4747,Da Vinci Code sucked..,-1
4748,Bardoellens Dat de youtube community opeens allemaal naar twitch toe komt Twitch was fantastisch met de oude comm,0
4749,"Anyway, thats why I love "" Brokeback Mountain.",1
4750,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
4751,da vinci code sucks...,-1
4752,My dad's being stupid about brokeback mountain...,-1
4753,"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",-1
4754,The Da Vinci Code sucked big time.,-1
4755,"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",-1
4756,"Is it just me, or does Harry Potter suck?...",-1
4757,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
4758,i heard da vinci code sucked soo much only 2.5 stars:,-1
4759,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
4760,Mission Impossible 3 was excellent.,1
4761,VE IN VEGAS ARE VATCHING,0
4762,DA VINCI CODE IS AWESOME!!,1
4763,If I dont die and lay surrounded by thousands of lit candles covered by a silk shroud while a young Leonardo DiC,0
4764,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
4765,"I, too, like Harry Potter..",1
4766,"I like Harry Potter, I like Eragon, I like Lord of the Rings...",1
4767,Cant promise anything but Ill certainly bring it up to them at the next meeting of our doomsday cult,0
4768,I love Brokeback Mountain.,1
4769,Brokeback Mountain was an AWESOME movie.,1
4770,I am going to start reading the Harry Potter series again because that is one awesome story.,1
4771,I love Brokeback Mountain.,1
4772,Hey Leonardo DiCaprio We know its you behind these bad disguises,0
4773,Im a big believer in hard work grinding it out and not stopping until its done Arnold Schwarzenegger,0
4774,"The Da Vinci Code was awesome, I can't wait to read it...",1
4775,U gotta love elonmusk iamedem,1
4776,I really hate The Da Vinci Code.,-1
4777,These Harry Potter movies really suck.,-1
4778,Harry Potter is AWESOME I don't care if anyone says differently!..,1
4779,the people who are worth it know how much i love the da vinci code.,1
4780,Harry Potter is AWESOME I don't care if anyone says differently!..,1
4781,"Is it just me, or does Harry Potter suck?...",-1
4782,"Is it just me, or does Harry Potter suck?...",-1
4783,I like Mission Impossible movies because you never know who's on the right side.,1
4784,"The Da Vinci Code was awesome, I can't wait to read it...",1
4785,mission impossible 2 sucked by the way so i don't know if i wanna see 3..,-1
4786,I love Harry Potter.,1
4787,Brokeback Mountain was an AWESOME movie.,1
4788,"Anyway, thats why I love "" Brokeback Mountain.",1
4789,"The Da Vinci Code was awesome, I can't wait to read it...",1
4790,"â I hate you Harry Potter, â Hermione said childishly...",-1
4791,I like Mission Impossible movies because you never know who's on the right side.,1
4792,I am going to start reading the Harry Potter series again because that is one awesome story.,1
4793,Brokeback Mountain was an AWESOME movie.,1
4794,Overheard at the gym guy to girl hes working out with There are two men youre allowed to have man crushes on,0
4795,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
4796,i love being a sentry for mission impossible and a station for bonkers.,1
4797,"by the way, the Da Vinci Code sucked, just letting you know...",-1
4798,This quiz sucks and Harry Potter sucks ok bye..,-1
4799,"okay, so everyone else i went with seemed to hate brokeback mountain, or at least josie and zach did and they were the loudest criticizers.",-1
4800,"The Da Vinci Code was awesome, I can't wait to read it...",1
4801,yall heres another MOTIVATION to vote BBMAS BTS,0
4802,Simple style header design for MKBHD Retweets and favorites appreciated,0
4803,I love Brokeback Mountain.,1
4804,I am going to start reading the Harry Potter series again because that is one awesome story.,1
4805,Mission Impossible 3 was excellent.,1
4806,", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",-1
4807,MISSION IMPOSSIBLE TRECE WAS AWESOME!!!..,1
4808,The Da Vinci Code sucked big time.,-1
4809,CBS8 Looks a lot like Schwarzenegger Maybe he was interested in her to be Marias new maid,0
4810,"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
4811,I like Mission Impossible movies because you never know who's on the right side.,1
4812,Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......,1
4813,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
4814,"I hate Disney, I hate Chronicles Of Narnia, I hate Lords Of The Ring and I hate Harry Potter...",-1
4815,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
4816,friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,-1
4817,I wanted desperately to love'The Da Vinci Code as a film.,1
4818,I love Harry Potter.,1
4819,Da Vinci Code really did suck and congrats on beating Jay it must of been like that time at Rickards when we beat them in the finals.,-1
4820,"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",-1
4821,brokeback mountain was depressing....,-1
4822,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
4823,Da Vinci Code sucks be...,-1
4824,Brokeback Mountain was so awesome.,1
4825,I love Harry Potter.,1
4826,DA VINCI CODE IS AWESOME!!,1
4827,I like Mission Impossible movies because you never know who's on the right side.,1
4828,Da Vinci Code sucks be...,-1
4829,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
4830,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
4831,"Oh, and Brokeback Mountain was a terrible movie.",-1
4832,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
4833,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
4834,the people who are worth it know how much i love the da vinci code.,1
4835,VAMOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0
4836,Brokeback Mountain was so awesome.,1
4837,Da Vinci Code was awesome.,1
4838,elonmusk You buying god of war on Friday,0
4839,I wanted desperately to love'The Da Vinci Code as a film.,1
4840,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
4841,the last stand and Mission Impossible 3 both were awesome movies.,1
4842,Brokeback Mountain was so awesome.,1
4843,So Brokeback Mountain was really depressing.,-1
4844,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
4845,Brokeback Mountain was boring.,-1
4846,mission impossible 2 rocks!!....,1
4847,I thought leodicaprio was urgently concerned about globalwarming or climatechange as its now knownbecau,1
4848,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
4849,I am going to start reading the Harry Potter series again because that is one awesome story.,1
4850,This quiz sucks and Harry Potter sucks ok bye..,-1
4851,"Da Vinci Code was awesome, and sounds more probable to me than half the crap Fr.",1
4852,I wanted desperately to love'The Da Vinci Code as a film.,1
4853,the last stand and Mission Impossible 3 both were awesome movies.,1
4854,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",-1
4855,love Harry Potter.,1
4856,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
4857,mission impossible 2 rocks!!....,1
4858,mission impossible 2 rocks!!....,1
4859,da vinci code sucked da vinci code sucks da vinci code sucks!.,-1
4860,we need to get her golden globe oscar and emmy NOW,1
4861,da vinci code was an awesome movie...,1
4862,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
4863,Timoth e Chalamet and Leonardo DiCaprio Find Themselves at Coachella,0
4864,I hate Harry Potter..,-1
4865,i heard da vinci code sucked soo much only 2.5 stars:,-1
4866,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
4867,"Kelse and I spontaneously went to a 10pm showing of MISSION IMPOSSIBLE III, which was AWESOME!!",1
4868,man i loved brokeback mountain!,1
4869,The Da Vinci Code is awesome!!,1
4870,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
4871,Harry Potter is AWESOME I don't care if anyone says differently!..,1
4872,"by the way, the Da Vinci Code sucked, just letting you know...",-1
4873,"Is it just me, or does Harry Potter suck?...",-1
4874,I love Brokeback Mountain....,1
4875,Brokeback Mountain is fucking horrible..,-1
4876,So Brokeback Mountain was really depressing.,-1
4877,"Apparently, The Da Vinci Code sucks.",-1
4878,i love kirsten / leah / kate escapades and mission impossible tom as well...,1
4879,The Da Vinci Code is awesome!!,1
4880,I like Mission Impossible movies because you never know who's on the right side.,1
4881,esta x Simply google Schwarzenegger humm and auto suggest will take care of the rest for you,0
4882,"Harry Potter dragged Draco Malfoy â s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",-1
4883,"by the way, the Da Vinci Code sucked, just letting you know...",-1
4884,i love being a sentry for mission impossible and a station for bonkers.,1
4885,"Anyway, thats why I love "" Brokeback Mountain.",1
4886,ERM da vinci code and it sucked...,-1
4887,"I love Harry Potter, you should try it too.",1
4888,i love brokeback mountain.,1
4889,"and stupid Brokeback Mountain was not showing the one night / time we try to go see it, they had it rented out the theater for something else.",-1
4890,and I liked Mission Impossible which I saw for the first time last night...,1
4891,Brokeback mountain was beautiful...,1
4892,"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",-1
